listingId,url,title,date,time,price,zip_code,city,propertyType,rooms,superficy,description
418200648,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-2-r418200648,Vente studio 31 m² Paris 18E,07 septembre 2017,,478.000 €,75018,Paris,,1,31 m²,"Haut Montmartre, à proximité de la place du Tertre, rue Poulbot, au sein d'une petite copropriété intégralement rénovée, studio de 30.20 m² loi carrez + 6,40 m² de mezzanine + 1,30 de surface annexe, au 2 ème et dernier étage. Pièce principale avec poutres apparentes et cuisine ouverte, mezzanine, une salle d'eau entièrement carrelée avec wc. Parquet chêne, chauffage et eau chaude : gaz de ville, chaudière neuve extra plate. L'appartement a été entièrement refait à neuf, très belles prestations et matériaux. Interphone. Professionnels de l'immobilier et agences s'abstenir. Charges: 60 €/mois."
417200372,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-2-r417200372,Vente appartement 3 pièces 72 m² Paris 13E,07 septembre 2017,,570.000 €,75013,Paris,,3,72 m²,"Place d'Italie. Appartement calme et lumineux, sans vis-à-vis, libre immédiatement. Entièrement refait (électricité, peinture, parquet). Situé au 23ème étage d'une résidence sécurisée avec gardien 24h/24 (Tour Jade, accès par la rue Vandrezanne). Proche de la Butte aux Cailles, des transports, des commerces (Centre commercial Italie Deux, marchés) et des établissements scolaires. Appartement exposé à l'est, avec vue sur Paris (BNF, bois de Vincennes) comprenant: - une entrée - un grand séjour - une cuisine aménagée et équipée (cuisine américaine possible) - deux chambres - un dressing-bureau - une salle d'eau avec douche - un wc séparé Nombreux placards (8 m linéaires). Grande cave sécurisée avec porte blindée. Place de parking souterrain à accès contrôlé par badge. Très grand local pour vélos et poussettes. Vaste jardin privé commun à l'ensemble des immeubles de l'îlot Italie-Vandrezanne, avec jeux pour enfants et table de ping-pong. Charges de copropriété mensuelles 412 € (incluant chauffage, eau chaude et froide)."
417201602,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-2-r417201602,Vente appartement 2 pièces 50 m² Paris 15E,07 septembre 2017,,420.000 €,75015,Paris,,2,50 m²,"Javel-Charles Michels. Au 2ème étage avec ascenseur d'un immeuble récent, 2 pièces de 50 m² comprenant : entrée, grand séjour orienté Sud-Est, cuisine séparée, (possibilité cuisine américaine), salle de bains, wc, cave. Calme et lumineux, dégagé, bien agencé. Agences et professionnels s'abstenir."
416801719,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-2-r416801719,Vente appartement 2 pièces 25 m² Paris 18E,07 septembre 2017,,246.800 €,75018,Paris,,2,25 m²,"Paris 18e. Vend appartement meublé T2 + cave, et sans travaux. 1e étage sur grande cour sans ascenseur. Excellent état général. Composition de l'appartement : 1 entrée, 1 chambre, 1 séjour composé d'une cuisine américaine équipée avec bar d'appoint, 1 salle d'eau meublée avec une cabine de douche et un wc. La pièce principale et la salle d'eau ont chacune une fenêtre avec double vitrage. Chambre à coucher meublée avec un velux ouvrant à télécommande électrique avec store déroulant extérieur. Charges de copropriété mensuelles : 54.06 €. Taxe foncière annuelle 2016 : 257 €. Taxe d'habitation 2016 avec redevance audiovisuelle : 201 €. Merci de prendre contact par sms ou courriel svp. Photos complémentaires sur demande par courriel."
417700141,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-2-r417700141,Vente appartement 2 pièces 32 m² Paris 12E,07 septembre 2017,,348.000 €,75012,Paris,,2,32 m²,"F2 de 31.75 m². Emplacement idéal dans un quartier recherché et commerçant, proche du marché d'Aligre, Bastille et Nation sur la célèbre Rue du Faubourg Saint-Antoine, entre métros Ledru-Rollin et Faidherbe-Chaligny (ligne 8), proche Gare de Lyon et toutes commodités dans la rue à pied, 3ème étage sans ascenseur sur rue avec double vitrage, bon état et très bien agencé, belle hauteur sous plafond 2.75 m, refait par architecte avec aucune place perdue et nombreux rangements. Mezzanine de couchage d'appoint 2 matelas 80 x 190 ou de rangement supplémentaire, 2 grands placards vitrés coulissants...etc). A vendre en meublé ( y compris tout le mobilier et équipement, dont 9.300 €). Actuellement loué en meublé à 1.090 €/mois TTC (hors edf) fin de bail saisonnier le 6 mars 2018. Faibles charges de copropriété 85 €/mois. A vendre uniquement en meublé. ( visites regroupées pendant cette période car actuellement loué). Taxe foncière : 272 €, immeuble ancien typique du Faubourg Saint-Antoine. Agences s'abstenir. Merci d'appeler entre 17h à 19h."
417700419,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-2-r417700419,Vente appartement 4 pièces 74 m² Paris 11E,07 septembre 2017,,698.000 €,75011,Paris,,4,74 m²,"Appartement 4 pieces très clair, 2 grandes chambres côté rue Charonne , 1 salon 1 salle à manger côté Sud côté parking très calme. Salle de bains baignoire, wc. Les 2 chambres sur rue Charonne sont éloignées de la rue par arbres et plantes de plus de 6 mètres. Métro Ledru Rollin et autres métros, proche toutes commodités. Centres commerciaux etc restaurants avec terrasses agréables, boutiques d'antiquités, très agréable à vivre. 3ème étages avec ascenseur charges gaz électricité chauffage 800 €/trimestre. 1.100 € taxe foncière/an. Personnes non sérieuses s'abstenir. Pas d'agences. Parking sous-sol avec bip. Cave. Local vélo. Grand standing. Merci de m'appeler de 9h à 21h."
417200146,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-2-r417200146,Vente appartement 3 pièces 69 m² Paris 12E,07 septembre 2017,,680.000 €,75012,Paris,,3,69 m²,"Appartement refait à neuf par architecte, 3 pièces de 69 m². Comprenant 2 chambres de 15 m² avec dressings intégrés, un salon de 18 m², cuisine de 15 m² et une salle de bains. De plus vous trouverez une terrasse de 20 m² donnant sur cour."
409000859,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-2-r409000859,Vente studio 17 m² Paris 6E,07 septembre 2017,,210.000 €,75006,Paris,,1,17 m²,"Studio de 14 m² loi Carrez, et 17 m² au sol avec mezzanine, face au théatre Odeon, proximité jardin Luxembourg. Au rez-de-chaussée sur rue. Meublé et tout équipé. Parfaitement agencé. Récemment rénové. Kitchenette, salle de douche avec lavabo et wc. Belle hauteur sous plafond, grande fenetre, lumineux. Charme et rue calme."
417600286,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-2-r417600286,Vente appartement 3 pièces 42 m² Paris 15E,07 septembre 2017,,462.000 €,75015,Paris,,3,42 m²,"Métro Dupleix. Un secteur très agréable du 15eme arrondissement. Entre le récent centre commercial Beaugrenelle , son cinéma et la Tour Eiffel Proche également des commerces de la rue Lourmel. Appartement 3 pieces 42 m² loi Carrez - 44 au sol. Très agréable calme et clair. Deux 'vraies' chambres de tailles confortables séparées par le séjour. Un très bon agencement, optimisé. 4ème étage sans ascenseur - Une cave. Placards intégrés et profonds. Aucuns travaux, très propre. Prêt à occuper. Proche école , commerces et transports. Une petite copropriété, idéale pour famille. Très bien pour locatif également. Eau commune - Chauffage électrique individuel, eau chaude au gaz. Double vitrage, wc séparés. Internet par fibre optique. Agence s'abstenir merci Ne fait l'objet d'aucune procédure en cours. Possibilité de l'acheter entièrement meublé. « très bon état général »."
416701445,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-2-r416701445,Vente appartement 2 pièces 45 m² Paris 15E,07 septembre 2017,,465.000 €,75015,Paris,,2,45 m²,"Appartement de 45 m² (2 pièces, 1 chambre), situé dans le quartier Convention à proximité de nombreux commerces et des transports (métro Ligne 12 Convention, tramway - bus). Très lumineux et calme, le bien se trouve au 7ème étage avec ascenseur, et donne sur une cour intérieure. L'appartement bénéficie d'un agencement optimisé, sans perte de place, et se compose d'une entrée avec penderie, une cuisine (aménagée - équipée) ouverte sur le séjour, une chambre, une salle de bains, et des wc séparés. Il comporte également un balcon de 10 m² et une cave. Chauffage - eau chaude collectifs. Bonne copropriété avec gardien et accès sécurisé. Diagnostics immobiliers en cours. Agences s'abstenir."
417000458,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-5-r417000458,Paris 17E - Paris (75),07 septembre 2017,,890.000 €,75017,Paris,,4,83 m²,"Rue de Courcelles. Bel appartement d'angle haussmannien, 4 pièces de 82,5 m² . Idéalement situé. Au 1er étage, lumineux, il comprend : une entrée, un double séjour de 30 m², cuisine, 2 chambres, salle de bains, toilettes séparées. Moulures au plafond, beau parquet ancien. Cheminée marbre clair dans le salon. Beaucoup de charme et de caractère. Possibilité d'achat supplémentaire d'une chambre indépendante au 6e étage. Cave spacieuse. Commerces de qualité, métro et bus proches. Professionnels immobiliers et publicité s'abstenir, merci."
418200540,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-5-r418200540,Vente studio 14 m² Neuilly-Sur-Seine (92200),06 septembre 2017,,145.000 €,75020,Paris,,1,14 m²,"Studette d'environ 14 m² (13,5m2loi carrez) au rez-de chaussée sur cour très calme aarborée, habitable de suite. Ce bien se compose d'une pièce à vivre avec une cuisinette ainsi que d'une salle d'eau avec douche, wc et lavabo, double vitrage, ballon d'eau chaude, chauffage éléctrique. Deux caves complètent ce lot dont une à rénover. L'accès est sécurisé par un digicode. Nombreux commerces à proximité,, marché le jeudi et le dimanche. Métros les plus proche : Buzenval, Nation, Avron Station vélib à proximité . La navette du 20ème passe dans la rue."
417600282,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-5-r417600282,Vente appartement 2 pièces 38 m² Paris 15E,07 septembre 2017,,405.000 €,75015,Paris,,2,38 m²,"Quartier St Charles, à deux pas des commerces de la rue St Charles. Au deuxième et dernier étage d'une petite copropriété, très bel appartement traversant d'environ 38 m² refait à neuf. A la fois calme et lumineux avec une vue dégagée. Il comprend un séjour, une cuisine ouverte aménagée et équipée,une chambre et une salle d'eau avec toilettes. Deux caves."
418200438,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-5-r418200438,Vente pièce 8 m² Paris 4E,06 septembre 2017,,155.000 €,75004,Paris,,1,8 m²,"Au coeur de l'Ile Saint-Louis Studette de 8,5 m² entièrement refaite et meublée, wc, salle d'eau et kitchenette. Au 4ème étage, belle copropriété."
417400445,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-4-r417400445,Vente studio 39 m² Paris 13E,07 septembre 2017,,360.000 €,75013,Paris,,1,39 m²,"Grand studio de 39 m² situé Sud-Est dans résidence de standing au 1er étage avec ascenseur. Appartement très ensoleillé comprenant séjour de 22 m² avec cuisine séparée, wc et salle de bains indépendants. Grand dressing. Cellier en étage. Beau jardin en copropriété. Proche de toute commodités : école, métro, bus, commerces, hôpitaux, jardin du Luxembourg 10 min a pied, marché rue Mouffetard également... Possibilité de parking. Pour les renseignements concernant l'appartement appelez le 07...Pour les visites appelez le 06..."
417400455,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-4-r417400455,Vente appartement 2 pièces 55 m² Paris 4E,07 septembre 2017,,1.280.000 €,75004,Paris,,2,55 m²,"Exposition plein sud. Appartement 2/3 pièces au 4ème étage sur 6 refait à neuf, avec des matériaux haut de gamme, comprenant une entrée, cuisine ouverte entièrement équipée, Séjour, salon, 3 fenêtres avec vue imprenable sur la Rive Gauche, dressing, chambre avec fenêtre sur cour, salle d'eau avec vaste douche italienne et wc, une buanderie, parquet et poutres apparente. Chauffage individuel électrique avec détecteur de présence. Les charges sont de 180 €/Mois. 9 copropriétaires. Agences s'abstenir."
418200558,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-4-r418200558,Vente appartement 4 pièces 71 m² Paris 7E,06 septembre 2017,,915.000 €,75007,Paris,,4,71 m²,"Rue Augereau, 4 pièces de 71 m² situé au 2e étage sans ascenseur d'un immeuble ancien, bien entretenu et sécurisé. Entrée, double séjour avec cheminées, cuisine séparée et équipée, deux chambres, dressing, salle de bains avec wc. Un wc invité. Parquet, moulures, double vitrage, digicode, interphone. Chauffage individuel électrique. Très bon état, peintures neuves. Proche toutes commodités et métro. Local vélos et poussettes. Charges annuelles : 2240 € - Taxe foncière : 800 €. Agence s'abstenir !! Merci de m'appeler avant 18h"
417201840,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-3-r417201840,Vente appartement 3 pièces 77 m² Paris 18E,07 septembre 2017,,695.000 €,75018,Paris,,3,77 m²,"Beau 3 pièces plein sud au 8e et dernier étage, sans vis-à-vis avec vue sur Montmartre et le Sacré-Coeur. - entrée, - séjour (22,54 m²), - cuisine (6,75 m²), - 2 chambres (11,86 m² et 13,56 m²), - salle de bains (baignoire et wc), - wc dépendants, - débarras (5,71 m²), - balcon (5,58 m²), - 1 cave. Disponible 1 place de parking en plus du prix de l'appartement."
417101326,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-4-r417101326,Vente appartement 5 pièces 118 m² Paris 17E,06 septembre 2017,,1.257.000 €,75017,Paris,,5,118 m²,"Porte des Ternes, limite Neuilly. Immeuble 1982 grand standing, 4e étage, très ensoleillé, Sud Est/Nord Ouest, 2 ascenseurs. Beau 5 pièces 118 m² + balcon-terrasse 13 m², très bon état, grand séjour-salle à manger 45 m² + 3 chambres (possibilité d'une 4e), cuisine équipée, 2 salles de bains, 2 wc, dressing + nombreux placards. Chaudière individuelle gaz neuve, excellent plan. Gardien. Parking en sus 32000 € et cave en sus 10000 €. Faibles charges, sans vis-à-vis. Professionnels s'abstenir."
418100555,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-3-r418100555,Vente appartement 3 pièces 70 m² Paris 14E,07 septembre 2017,,690.000 €,75014,Paris,,3,70 m²,"Très bel appartement 3 pièces de standing, 70 m² environ, entièrement rénové / refait à neuf, situé dans le triangle d'or du XIVe arrondissement (rue Sarrette). Très calme et clair sur une cour arborée, au 1er étage avec ascenseur d'un immeuble de 1930 en pierre de taille avec tout le charme de l'ancien (très belle hauteur sous plafond / parquet / moulures / cheminées), doubles vitrages posés récemment dans toutes les pièces de l'appartement. A 5 mn à pied du métro Alésia, à proximité des commerces et transports, du parc Montsouris... - 1 séjour avec cheminée - 1 cuisine américaine entièrement aménagée et équipée (grand bar pour jusqu'à 6 personnes, hotte aspirante, plaque à induction, lave-vaisselle, four,...) + 1 débarras - 2 chambres spacieuses - 1 salle de bains entièrement rénovée - Toilettes séparées - Nombreux rangements - Digicode, interphone. - 1 ascenseur - parties communes en excellent état - Chauffage individuel gaz. - Charges mensuelles de copropriété : 120E / mois."
416900779,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-3-r416900779,Vente appartement 3 pièces 49 m² Paris 4E,07 septembre 2017,,850.000 €,75004,Paris,,3,49 m²,"Ile Saint Louis. Au 3ème et dernier étage d'un immeuble classé du 17ème siècle bien entretenu, en quai de Seine, charmant appartement sous les toits, lumineux et au calme absolu. Composé de 3 pièces, un salon-salle à manger avec cuisine américaine et 2 chambres, donnant sur la salle de bains. 49 m² Carrez et 86 m² habitables. Une adresse prestigieuse dans un cadre de vie exceptionnelle."
418200616,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-3-r418200616,Vente appartement 5 pièces 111 m² Paris 20E,06 septembre 2017,,700.000 €,75020,Paris,,5,111 m²,"Appartement loft avec souplex situé sur cour fleurie dans l'enceinte d'une petite copropriété très calme. Se vit comme une maison. Beaux volumes et charme de l'ancien. Possibilité de réaménager l'espace très facilement. Il possède actuellement deux chambres. A noter l'existence d'un bureau transformable en une 3 ème chambre, Tous les jours de 11.00 à 18.00"
418200562,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-4-r418200562,Vente chambre 9 m² Paris 15E,06 septembre 2017,,120.000 €,75015,Paris,,1,9 m²,"Chambre de service 9 m², dans résidence calme (immeuble 1920), fenêtre sur cour intérieure. Eau et électricité. Espace cuisine. Douche. Toilettes sur le palier. Au 1er étage avec ascenseur. A 2 min du RER C (Javel) et du métro 10 (Javel - André Citroën). Idéal pour investissement locatif."
416500243,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-3-r416500243,Vente studio 30 m² Paris 13E,07 septembre 2017,,250.000 €,75013,Paris,,1,30 m²,"Studio d'environ 30 m² en vente ou en échange avec une petite maison, jardin à Ivry ou Villejuif ou en vente en 2019. Rénové (payé 10.000 €), sécurisé, serrure 5 pennes, barres anti pinces. Entrée, miroir, grand placard, grand séjour, 4 fenêtres double vitrage panoramiques, parquet, cuisine équipée, salle d'eau, wc séparés, carrelage. Ascenseurs rénovés. Grande cave. Bâtiment sécurisé, digicode, badge, caméras, sécurité incendie. Belle vue sur le jardin et le soleil de l'Est. Près du centre commercial Massena. Métro porte de Choisy. Pas sérieux et agences s'abstenir. Contact par sms svp."
411801153,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-3-r411801153,Vente appartement 4 pièces 90 m² Paris 17E,07 septembre 2017,,900.000 €,75017,Paris,,4,90 m²,"Près métro Courcelles et parc Monceau : 90 m² immeuble en pierre de taille, 3e étage ascenseur, sur cour clair et très calme, composé d'un double séjour, 2 chambres, une cuisine, salle de bains, wc, dressing et une cave. Chauffage et eau chaude individuelle gaz. Agences et curieux s'abstenir."
417700444,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-3-r417700444,Vente appartement 3 pièces 56 m² Paris 19E,07 septembre 2017,,480.000 €,75019,Paris,,3,56 m²,"Au pied du métro porte de Pantin sur la ligne 5 et près de la ligne 3 du tram. Dans un bel immeuble situé dans une rue semi-piétonne très charmante, commerçante et proche du parc de la Villette. Au 2ème étage (sans ascenseur), traversant, lumineux et avec beaucoup de cachet (parquet en chêne, moulures, cheminées, trumeaux, radiateurs en fonte Art Nouveau, larges fenêtres arrondies dans le salon), il bénéficie d'une disposition en étoile. Son entrée dessert le salon, deux chambres, une cuisine ouverte, une salle de bains avec baignoire et des toilettes séparées. La copropriété est calme, l'immeuble a été construit au début du 20ème siècle et est en parfait état tout comme l'appartement. Le quartier est très agréable avec le parc de la Villette, la salle de la Philharmonie de Paris et le parc des Buttes Chaumont à 10 minutes à pied environ. Charges : environ 120 €/mois. Merci de n'appeler qu'à partir de 19h en semaine. (Agences s'abstenir). Merci de n'appeler qu'à partir de 19h en semaine."
418200565,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-4-r418200565,Vente studio 29 m² Paris 15E,06 septembre 2017,,290.000 €,75015,Paris,,1,29 m²,"Rue de la Croix Nivert, métros Convention ou Boucicaut. Studio de 29 m², situé au 5e étage avec ascenseur d'un bel immeuble des années 70. Entrée, salle de bains, wc séparés, coin cuisine, belle pièce à vivre avec grandes baies vitrées donnant sur un balcon de 7 m² exposé sud est. Vue dégagée. Gardien, digicode. Cave. Chauffage collectif. Agences s'abstenir !!! Merci de m'appeler avant 18h"
418200598,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-4-r418200598,Vente studio 18 m² Paris 19E,06 septembre 2017,,134.000 €,75019,Paris,,1,18 m²,"Petit immeuble de 4 étages, fin de siècle. Studio proche rue d'Aubervilliers, au 3eme étage sur cour sans ascenseur, 18 m² environ. Cuisine aménagée avec nombreux éléments de rangement, séjour avec placard, salle de bains avec wc. Chauffage indépendant par radiateur. Double vitrage. Métro Corentin Cariou ou Métro Crimée. Taxe d'habitation faible."
418200636,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-3-r418200636,Vente appartement 3 pièces 95 m² Paris 20E,06 septembre 2017,,900.000 €,75020,Paris,,3,95 m²,"Proximité place Gambetta (transports et commerces). Dans résidence de standing de 2004 au 6e étage avec ascenseur, spacieux 3 pièces de 95 m² avec double exposition, 2 balcons (3 m² sur rue et 7 m² sur de la verdure sans vis a vis), grand séjour de 43 m² comprenant une cuisine semi-ouverte, 2 grandes chambres, dressing, salle de bains, wc séparés, nombreux rangements. Le tout en excellent état. Une cave et une place de parking complètent ce bien. Local vélo/poussettes Agences s'abstenir."
